id,name,instructions,prep_time,cook_time,complexity,cuisine_type,meal_type,calories,protein,carbs,fats,is_vegetarian,is_vegan,is_gluten_free,is_dairy_free,diabetes_friendly,hypertension_friendly,heart_healthy,low_fodmap,renal_friendly,glycemic_impact,dash_diet_score,anti_inflammatory_score,omega3_content,fiber_content,prep_difficulty,equipment_required,batch_cook_friendly,meal_prep_time,cost_rating,ingredient_accessibility,flavor_profile,texture_profile,optimal_serving_times,seasonality,satiety_index,palatability_score,keto_compatible,paleo_compatible,vegan_compatible,energy_density,meal_completeness,estimated_cost,serving_temperature
774,Recipe_774_Asian_lunch,Instructions for recipe 774,52,103,Advanced,Asian,lunch,521.0,16.6,53.6,25.3,1,0,0,0,0,1,0,1,0,67.2,5.9,0.2,1.9,9.2,Beginner,Basic,1,67,$,Common,Sweet,Creamy,Anytime,Winter,5.2,8.0,1,0,1,High,Snack,11.54,Cold
775,Recipe_775_Asian_lunch,Instructions for recipe 775,22,32,Intermediate,Asian,lunch,668.0,33.5,75.8,45.7,0,0,0,0,0,1,0,0,1,62.3,5.5,0.1,4.6,6.4,Advanced,Professional,0,54,$,Specialty,Savory,Soft,Morning,Summer,1.4,9.9,1,0,1,Medium,Side Dish,2.28,Hot
776,Recipe_776_Mexican_snack,Instructions for recipe 776,29,31,Intermediate,Mexican,snack,444.7,28.5,26.5,21.7,0,0,0,0,1,0,1,1,0,91.5,9.7,0.5,2.8,3.5,Advanced,Specialized,0,119,$$$,Rare,Sweet,Chewy,Evening,Spring,3.5,5.5,1,1,1,Low,Side Dish,7.44,Cold
777,Recipe_777_Mexican_lunch,Instructions for recipe 777,38,97,Advanced,Mexican,lunch,1147.9,88.3,75.3,51.1,0,0,0,0,1,1,0,0,1,59.0,9.0,8.5,0.8,0.7,Intermediate,Professional,0,5,$,Specialty,Umami,Crispy,Morning,Winter,1.8,5.8,0,1,1,High,Side Dish,16.49,Hot
778,Recipe_778_Asian_breakfast,Instructions for recipe 778,38,56,Intermediate,Asian,breakfast,1188.7,52.1,148.2,61.0,0,0,0,0,0,1,1,1,0,23.2,0.6,9.1,5.0,7.4,Advanced,Professional,0,91,$$,Rare,Sweet,Crispy,Afternoon,Winter,5.1,5.4,1,1,0,High,Snack,11.72,Cold
779,Recipe_779_Indian_snack,Instructions for recipe 779,25,39,Intermediate,Indian,snack,867.7,59.0,61.6,60.6,0,0,0,0,0,1,1,0,0,82.4,6.6,6.2,1.1,13.4,Advanced,Professional,1,44,$$$,Specialty,Umami,Creamy,Evening,Winter,4.8,2.1,1,0,1,Low,Snack,17.65,Hot
780,Recipe_780_Mediterranean_snack,Instructions for recipe 780,8,18,Basic,Mediterranean,snack,57.0,2.8,14.5,1.8,0,0,1,0,1,1,0,0,0,40.5,4.6,7.4,3.1,14.5,Intermediate,Specialized,1,85,$$$,Specialty,Sweet,Soft,Evening,Fall,7.2,5.6,0,0,1,Medium,Side Dish,14.16,Hot
781,Recipe_781_Western_lunch,Instructions for recipe 781,11,19,Basic,Western,lunch,587.5,25.6,60.3,11.3,0,0,0,0,1,0,0,1,1,83.3,4.3,6.0,0.7,6.2,Advanced,Specialized,1,53,$$,Specialty,Spicy,Crispy,Evening,Summer,8.1,1.9,0,0,1,Medium,Side Dish,15.94,Hot
782,Recipe_782_Mediterranean_dinner,Instructions for recipe 782,10,25,Basic,Mediterranean,dinner,488.0,18.4,54.2,25.7,0,0,0,1,0,0,0,1,1,22.3,9.1,3.0,1.1,4.8,Intermediate,Specialized,1,104,$,Common,Bitter,Crunchy,Evening,Spring,6.1,8.1,0,0,1,Low,Snack,16.18,Room Temp
783,Recipe_783_Western_dinner,Instructions for recipe 783,30,32,Intermediate,Western,dinner,697.0,39.7,14.7,43.2,0,0,0,0,1,1,1,1,0,4.8,8.4,8.6,0.5,3.9,Advanced,Professional,0,20,$,Common,Bitter,Crispy,Anytime,Summer,6.8,2.4,0,0,1,High,Complete Meal,11.36,Room Temp
784,Recipe_784_Mexican_snack,Instructions for recipe 784,12,22,Basic,Mexican,snack,657.5,32.1,38.4,37.0,0,0,0,0,1,0,0,1,0,52.4,9.9,0.5,4.7,6.7,Intermediate,Professional,0,62,$$,Common,Bitter,Soft,Morning,All Season,5.7,7.5,1,0,1,Medium,Complete Meal,10.86,Cold
785,Recipe_785_Mediterranean_snack,Instructions for recipe 785,40,89,Advanced,Mediterranean,snack,630.3,19.6,96.7,34.5,0,0,0,0,0,0,0,0,0,45.6,3.0,7.3,5.0,9.6,Intermediate,Specialized,0,84,$$,Rare,Bitter,Creamy,Evening,All Season,8.7,5.5,0,1,1,Low,Complete Meal,9.97,Cold
786,Recipe_786_Asian_breakfast,Instructions for recipe 786,31,37,Intermediate,Asian,breakfast,989.3,50.0,74.4,45.4,0,0,1,0,1,0,1,1,1,14.5,0.9,6.7,2.9,12.8,Advanced,Specialized,1,71,$$$,Common,Savory,Creamy,Morning,All Season,2.9,3.2,1,1,0,Medium,Snack,18.98,Cold
787,Recipe_787_Mexican_dinner,Instructions for recipe 787,9,23,Basic,Mexican,dinner,460.7,20.4,56.4,19.8,1,1,1,0,0,1,0,1,0,48.3,3.8,0.3,2.3,14.6,Advanced,Professional,1,38,$$,Specialty,Bitter,Soft,Anytime,All Season,2.6,0.5,0,0,1,High,Snack,14.48,Room Temp
788,Recipe_788_Mediterranean_breakfast,Instructions for recipe 788,7,10,Basic,Mediterranean,breakfast,361.8,13.4,38.8,11.6,0,0,0,0,1,0,0,1,0,90.0,9.2,1.7,1.4,10.6,Beginner,Professional,0,80,$$,Specialty,Savory,Crispy,Afternoon,Winter,5.7,6.5,0,1,1,Medium,Side Dish,2.66,Room Temp
789,Recipe_789_Asian_snack,Instructions for recipe 789,31,96,Advanced,Asian,snack,724.8,31.8,113.0,9.9,0,0,0,0,1,1,0,1,1,11.2,1.8,4.0,1.3,12.3,Intermediate,Basic,1,52,$,Common,Sweet,Soft,Anytime,All Season,8.0,1.9,1,1,0,Low,Snack,3.64,Room Temp
790,Recipe_790_Mexican_dinner,Instructions for recipe 790,7,6,Basic,Mexican,dinner,349.6,11.6,32.3,25.2,0,0,0,0,1,0,0,0,0,98.9,7.8,3.1,2.4,13.1,Beginner,Specialized,0,119,$$$,Specialty,Spicy,Crunchy,Morning,All Season,7.8,4.6,1,1,1,Low,Complete Meal,13.96,Room Temp
791,Recipe_791_Indian_lunch,Instructions for recipe 791,20,22,Basic,Indian,lunch,284.2,17.4,5.1,24.4,0,0,0,1,0,1,0,1,1,31.0,2.5,5.8,3.5,5.6,Advanced,Professional,1,65,$$$,Common,Spicy,Crispy,Evening,Summer,4.7,2.9,1,0,1,Medium,Side Dish,13.37,Hot
792,Recipe_792_Mediterranean_dinner,Instructions for recipe 792,54,52,Advanced,Mediterranean,dinner,818.2,26.5,125.2,29.6,0,0,0,0,1,1,1,1,1,44.3,7.1,7.4,4.3,8.1,Advanced,Professional,1,76,$,Specialty,Umami,Soft,Afternoon,Summer,5.2,9.4,1,1,0,Medium,Complete Meal,17.64,Hot
793,Recipe_793_Mediterranean_snack,Instructions for recipe 793,88,85,Advanced,Mediterranean,snack,533.1,34.2,60.8,49.0,0,0,0,1,1,1,1,0,0,26.2,4.1,7.6,1.0,7.4,Advanced,Professional,0,13,$,Specialty,Bitter,Soft,Anytime,All Season,4.7,8.7,0,1,0,High,Snack,6.55,Cold
794,Recipe_794_Mexican_dinner,Instructions for recipe 794,7,18,Basic,Mexican,dinner,177.8,6.6,51.8,5.1,0,0,0,0,0,1,1,1,1,72.9,2.3,0.8,1.2,1.6,Advanced,Basic,1,46,$$$,Common,Bitter,Chewy,Evening,Fall,6.4,2.5,0,1,1,Low,Side Dish,10.76,Cold
795,Recipe_795_Mexican_snack,Instructions for recipe 795,32,45,Advanced,Mexican,snack,505.7,15.0,62.9,17.5,0,0,0,0,1,0,0,1,1,45.1,5.9,3.7,4.7,9.6,Intermediate,Specialized,0,80,$$,Rare,Spicy,Crispy,Evening,Winter,6.1,1.2,0,0,1,High,Side Dish,8.59,Cold
796,Recipe_796_Indian_breakfast,Instructions for recipe 796,29,26,Intermediate,Indian,breakfast,484.3,27.9,48.0,25.9,0,0,0,1,0,0,0,0,1,59.9,1.6,1.2,1.0,8.4,Intermediate,Specialized,1,27,$,Rare,Umami,Chewy,Anytime,All Season,1.5,1.7,1,1,1,Medium,Complete Meal,13.68,Cold
797,Recipe_797_Mexican_snack,Instructions for recipe 797,27,21,Intermediate,Mexican,snack,579.1,43.3,56.4,34.0,1,0,0,0,1,0,0,0,0,28.3,8.8,1.5,3.4,6.0,Advanced,Specialized,0,93,$$,Common,Spicy,Creamy,Morning,Summer,0.7,1.8,0,0,1,Low,Snack,9.79,Hot
798,Recipe_798_Western_breakfast,Instructions for recipe 798,79,68,Advanced,Western,breakfast,916.2,24.3,85.7,54.0,0,0,0,0,1,1,1,0,1,96.1,2.2,9.0,1.5,8.6,Advanced,Professional,0,95,$$,Common,Bitter,Chewy,Evening,All Season,4.8,9.1,0,1,1,Low,Side Dish,13.99,Cold
799,Recipe_799_Asian_snack,Instructions for recipe 799,54,64,Advanced,Asian,snack,1053.2,56.2,109.7,53.0,0,0,0,0,0,1,0,1,0,49.8,0.8,5.2,2.5,11.1,Beginner,Professional,0,57,$,Common,Bitter,Crunchy,Afternoon,All Season,7.9,2.2,0,0,1,High,Complete Meal,2.89,Cold
800,Recipe_800_Western_dinner,Instructions for recipe 800,11,30,Basic,Western,dinner,750.5,63.9,43.9,36.3,0,0,0,0,0,1,1,0,0,91.2,6.6,7.8,3.8,1.1,Beginner,Specialized,0,8,$,Specialty,Savory,Crispy,Morning,All Season,2.0,7.3,0,0,0,High,Snack,19.34,Cold
801,Recipe_801_Western_dinner,Instructions for recipe 801,79,58,Advanced,Western,dinner,653.7,43.5,26.8,51.7,0,0,0,0,0,0,1,0,1,27.7,1.2,6.3,3.5,8.0,Beginner,Professional,1,71,$$$,Common,Bitter,Crunchy,Morning,Summer,7.6,3.2,0,1,0,Low,Snack,15.99,Room Temp
802,Recipe_802_Mexican_dinner,Instructions for recipe 802,19,8,Basic,Mexican,dinner,308.1,15.3,31.0,27.7,0,0,0,0,1,1,0,0,0,98.5,6.7,7.8,4.9,14.8,Beginner,Specialized,0,21,$$,Specialty,Sweet,Creamy,Anytime,Summer,4.0,8.6,0,1,1,High,Complete Meal,6.74,Hot
803,Recipe_803_Western_dinner,Instructions for recipe 803,15,13,Basic,Western,dinner,875.8,50.9,68.8,35.7,0,0,0,0,1,1,0,1,0,20.9,4.5,1.7,1.7,4.3,Intermediate,Specialized,1,119,$$,Specialty,Sweet,Crunchy,Evening,Fall,8.7,8.9,0,0,1,Low,Snack,18.42,Room Temp
804,Recipe_804_Mediterranean_breakfast,Instructions for recipe 804,78,52,Advanced,Mediterranean,breakfast,1061.1,103.4,33.7,51.2,1,0,0,0,1,0,1,0,1,66.6,0.5,7.9,2.6,8.6,Advanced,Specialized,0,15,$,Rare,Bitter,Soft,Evening,All Season,8.6,3.1,1,1,0,Low,Side Dish,15.2,Cold
805,Recipe_805_Asian_dinner,Instructions for recipe 805,60,66,Advanced,Asian,dinner,499.3,18.4,59.7,33.4,0,0,0,0,1,1,1,0,0,58.5,2.6,6.7,3.1,3.5,Advanced,Professional,1,117,$,Rare,Bitter,Crunchy,Morning,All Season,2.6,3.7,0,1,0,Medium,Side Dish,7.37,Cold
806,Recipe_806_Mexican_dinner,Instructions for recipe 806,42,99,Advanced,Mexican,dinner,1053.5,56.5,95.5,61.2,0,0,0,0,1,0,0,0,1,81.0,3.7,3.4,2.2,12.6,Advanced,Specialized,1,29,$$,Specialty,Sweet,Soft,Anytime,Spring,3.5,5.0,1,0,0,High,Snack,10.35,Room Temp
807,Recipe_807_Mediterranean_lunch,Instructions for recipe 807,81,82,Advanced,Mediterranean,lunch,1300.3,70.4,135.5,73.5,0,0,0,0,1,1,1,1,1,89.7,8.1,5.1,3.6,13.2,Intermediate,Basic,0,114,$$,Common,Sweet,Creamy,Anytime,Fall,3.1,2.1,1,0,1,Medium,Complete Meal,14.21,Room Temp
808,Recipe_808_Mexican_snack,Instructions for recipe 808,9,13,Basic,Mexican,snack,465.0,37.4,16.3,25.0,0,0,0,0,0,1,0,0,0,81.8,9.5,6.9,1.2,13.5,Beginner,Specialized,1,89,$$$,Specialty,Savory,Chewy,Anytime,All Season,3.4,8.7,0,1,0,Low,Complete Meal,14.94,Cold
809,Recipe_809_Western_snack,Instructions for recipe 809,12,23,Basic,Western,snack,437.9,13.1,81.7,12.1,0,0,1,0,1,0,1,0,0,73.3,0.5,8.4,2.2,0.4,Advanced,Specialized,1,110,$$$,Specialty,Umami,Crispy,Morning,Spring,5.2,9.7,0,1,0,Low,Side Dish,16.54,Hot
810,Recipe_810_Western_snack,Instructions for recipe 810,62,110,Advanced,Western,snack,1540.1,62.1,235.4,63.0,1,0,0,0,0,0,1,0,1,45.5,3.7,1.6,3.9,13.9,Intermediate,Professional,1,102,$$$,Rare,Savory,Crunchy,Afternoon,Winter,0.5,2.0,1,1,0,Medium,Side Dish,15.09,Hot
811,Recipe_811_Asian_lunch,Instructions for recipe 811,34,43,Intermediate,Asian,lunch,873.9,24.7,131.3,35.2,1,1,0,0,1,0,0,1,1,14.2,1.4,3.0,4.6,0.3,Advanced,Professional,1,74,$$$,Common,Sweet,Crispy,Evening,Fall,9.1,2.4,1,1,1,Medium,Side Dish,4.39,Hot
812,Recipe_812_Mexican_lunch,Instructions for recipe 812,21,54,Intermediate,Mexican,lunch,1520.7,87.5,128.3,73.0,0,0,0,0,1,0,0,1,1,13.2,1.0,9.1,4.4,3.8,Advanced,Basic,1,33,$$,Rare,Spicy,Chewy,Morning,Winter,5.4,9.0,1,1,1,Low,Complete Meal,5.42,Room Temp
813,Recipe_813_Indian_snack,Instructions for recipe 813,30,44,Intermediate,Indian,snack,1309.6,75.7,76.5,66.4,0,0,0,0,1,1,1,0,0,80.9,6.4,7.7,2.0,0.4,Beginner,Basic,1,5,$,Rare,Savory,Crispy,Anytime,Winter,8.3,3.5,0,1,0,High,Snack,3.27,Room Temp
814,Recipe_814_Indian_snack,Instructions for recipe 814,24,50,Intermediate,Indian,snack,706.1,22.4,79.8,35.4,1,0,0,0,1,1,0,1,0,99.6,5.7,3.5,1.3,6.0,Intermediate,Basic,0,8,$,Common,Bitter,Soft,Evening,Spring,2.0,3.6,0,1,0,High,Side Dish,5.91,Room Temp
815,Recipe_815_Western_snack,Instructions for recipe 815,23,27,Intermediate,Western,snack,1198.3,87.4,59.8,66.2,0,0,0,0,0,1,0,0,0,33.8,4.4,3.5,3.3,10.7,Beginner,Professional,0,69,$$,Rare,Umami,Crispy,Anytime,Winter,2.7,1.1,1,0,0,High,Side Dish,8.57,Room Temp
816,Recipe_816_Indian_dinner,Instructions for recipe 816,15,58,Intermediate,Indian,dinner,752.7,48.0,84.0,29.0,0,0,0,0,1,0,0,1,0,64.2,4.5,3.8,2.5,14.3,Advanced,Specialized,1,89,$,Specialty,Bitter,Creamy,Anytime,Fall,1.6,9.1,1,0,1,High,Side Dish,4.3,Hot
817,Recipe_817_Indian_snack,Instructions for recipe 817,86,72,Advanced,Indian,snack,848.7,49.6,79.4,33.7,0,0,0,0,1,1,0,0,1,98.4,5.7,3.7,0.1,6.1,Beginner,Specialized,1,52,$,Rare,Sweet,Creamy,Anytime,Spring,6.9,5.4,1,1,0,High,Side Dish,11.08,Cold
818,Recipe_818_Asian_breakfast,Instructions for recipe 818,20,22,Basic,Asian,breakfast,336.3,19.9,13.5,15.9,0,0,0,0,1,0,0,1,0,8.1,2.7,2.3,4.6,11.6,Intermediate,Professional,0,19,$$,Common,Sweet,Chewy,Morning,Winter,6.9,8.5,0,0,1,Low,Snack,13.45,Cold
819,Recipe_819_Indian_breakfast,Instructions for recipe 819,37,30,Intermediate,Indian,breakfast,1097.5,88.0,97.8,68.2,0,0,0,0,1,1,0,1,1,10.4,7.9,4.3,2.7,13.1,Intermediate,Professional,1,66,$$$,Rare,Sweet,Crispy,Evening,Summer,2.4,4.6,1,1,0,Medium,Side Dish,9.42,Hot
820,Recipe_820_Asian_snack,Instructions for recipe 820,71,110,Advanced,Asian,snack,932.0,54.1,131.4,29.1,0,0,0,0,1,1,0,1,1,81.1,7.5,3.0,2.7,1.7,Advanced,Basic,1,15,$$$,Common,Spicy,Creamy,Anytime,Spring,2.7,8.0,1,1,0,Low,Complete Meal,15.43,Room Temp
821,Recipe_821_Indian_lunch,Instructions for recipe 821,5,7,Basic,Indian,lunch,636.6,40.3,37.9,36.3,0,0,0,0,0,0,1,1,0,54.7,3.1,9.1,0.6,12.7,Advanced,Specialized,1,80,$,Common,Umami,Crunchy,Anytime,Fall,4.4,7.5,1,1,0,High,Snack,14.92,Hot
822,Recipe_822_Mexican_dinner,Instructions for recipe 822,12,19,Basic,Mexican,dinner,684.2,37.1,33.1,39.0,0,0,0,0,1,0,0,0,1,56.6,9.3,6.3,1.9,11.4,Beginner,Specialized,1,5,$,Common,Spicy,Soft,Morning,Spring,6.8,4.2,1,1,1,High,Side Dish,7.42,Cold
823,Recipe_823_Indian_breakfast,Instructions for recipe 823,17,27,Basic,Indian,breakfast,153.7,5.3,7.9,12.1,0,0,0,0,1,0,1,1,1,54.3,1.1,0.3,4.3,14.5,Advanced,Specialized,0,47,$,Rare,Sweet,Soft,Evening,All Season,2.5,5.3,0,1,1,High,Side Dish,3.77,Hot
824,Recipe_824_Asian_dinner,Instructions for recipe 824,49,86,Advanced,Asian,dinner,468.4,18.9,89.3,15.2,0,0,0,0,0,1,0,1,0,40.6,1.5,5.3,0.4,12.1,Advanced,Basic,1,40,$$$,Specialty,Savory,Crispy,Morning,All Season,2.7,8.1,0,0,1,Low,Complete Meal,14.51,Cold
825,Recipe_825_Asian_lunch,Instructions for recipe 825,58,72,Advanced,Asian,lunch,667.5,47.2,47.9,31.1,0,0,0,0,1,1,1,0,0,57.7,3.5,2.4,4.7,13.7,Intermediate,Specialized,1,101,$,Common,Bitter,Creamy,Morning,Spring,2.3,8.1,0,0,0,Low,Snack,13.46,Cold
826,Recipe_826_Mediterranean_breakfast,Instructions for recipe 826,12,14,Basic,Mediterranean,breakfast,320.8,31.9,8.4,21.1,0,0,0,0,0,0,0,0,0,73.4,0.9,6.4,0.7,9.9,Intermediate,Basic,1,53,$$,Specialty,Spicy,Creamy,Anytime,Spring,1.5,6.1,0,0,0,Medium,Complete Meal,16.95,Cold
827,Recipe_827_Mediterranean_lunch,Instructions for recipe 827,11,10,Basic,Mediterranean,lunch,507.9,10.9,99.1,16.8,0,0,0,0,1,0,0,1,1,30.1,8.3,9.8,4.2,13.7,Beginner,Professional,1,28,$,Common,Bitter,Crispy,Anytime,Summer,1.4,2.2,1,0,1,High,Snack,16.44,Room Temp
828,Recipe_828_Mexican_breakfast,Instructions for recipe 828,5,6,Basic,Mexican,breakfast,457.1,15.4,54.4,31.7,0,0,0,0,1,1,1,1,0,85.7,6.1,5.7,1.8,13.9,Beginner,Specialized,0,104,$,Common,Sweet,Crispy,Morning,Spring,1.8,6.5,0,1,0,High,Snack,6.06,Cold
829,Recipe_829_Mexican_lunch,Instructions for recipe 829,15,27,Basic,Mexican,lunch,513.7,9.6,68.9,27.2,0,0,0,0,1,0,0,0,0,85.7,2.8,5.2,4.1,7.2,Advanced,Basic,0,105,$$,Common,Bitter,Crispy,Evening,Winter,9.2,8.1,0,1,0,Low,Snack,12.29,Cold
830,Recipe_830_Asian_lunch,Instructions for recipe 830,8,15,Basic,Asian,lunch,1077.9,46.7,94.7,48.1,1,0,0,0,1,1,1,0,0,34.0,4.8,8.5,5.0,3.2,Advanced,Basic,0,64,$$$,Specialty,Spicy,Chewy,Morning,Fall,7.0,7.4,0,0,0,Medium,Side Dish,4.05,Cold
831,Recipe_831_Mediterranean_breakfast,Instructions for recipe 831,17,24,Basic,Mediterranean,breakfast,205.9,10.6,25.9,14.1,0,0,0,0,1,1,0,0,1,28.3,7.2,2.3,3.6,6.2,Advanced,Specialized,1,98,$$$,Rare,Bitter,Creamy,Afternoon,Summer,1.6,7.4,1,0,0,Medium,Snack,15.2,Hot
832,Recipe_832_Indian_snack,Instructions for recipe 832,43,58,Advanced,Indian,snack,1482.9,93.9,72.8,78.9,0,0,1,0,0,1,1,1,0,86.8,8.9,1.2,4.1,4.3,Advanced,Professional,1,105,$,Rare,Sweet,Soft,Anytime,Winter,9.1,2.1,1,1,0,Low,Side Dish,2.47,Cold
833,Recipe_833_Western_snack,Instructions for recipe 833,87,85,Advanced,Western,snack,848.8,52.9,81.1,23.2,0,0,0,0,1,1,1,0,0,10.1,0.6,4.5,1.6,11.6,Advanced,Specialized,0,112,$$$,Specialty,Bitter,Soft,Anytime,Spring,1.3,3.3,1,0,0,High,Complete Meal,11.03,Room Temp
834,Recipe_834_Mediterranean_dinner,Instructions for recipe 834,29,49,Intermediate,Mediterranean,dinner,981.8,56.8,124.2,51.9,1,0,1,0,0,1,1,0,1,28.6,6.4,0.5,1.1,14.4,Intermediate,Professional,0,47,$,Common,Spicy,Crispy,Afternoon,All Season,4.1,1.7,1,0,0,Medium,Complete Meal,8.36,Room Temp
835,Recipe_835_Mexican_dinner,Instructions for recipe 835,17,28,Intermediate,Mexican,dinner,635.3,25.8,107.2,18.0,1,0,0,0,1,0,0,0,0,7.7,7.5,7.2,4.8,1.3,Intermediate,Specialized,1,58,$$,Specialty,Bitter,Creamy,Anytime,All Season,8.0,2.9,1,1,1,Low,Side Dish,13.13,Room Temp
836,Recipe_836_Indian_dinner,Instructions for recipe 836,40,119,Advanced,Indian,dinner,1312.4,49.9,111.6,60.5,0,0,0,0,0,1,0,0,1,14.7,1.7,6.4,4.0,12.0,Beginner,Basic,1,43,$$,Specialty,Umami,Soft,Evening,Summer,0.0,7.3,0,1,1,Low,Side Dish,3.26,Room Temp
837,Recipe_837_Asian_snack,Instructions for recipe 837,78,103,Advanced,Asian,snack,1633.4,72.9,145.0,88.0,0,0,0,0,0,0,1,0,0,4.3,5.0,3.4,4.4,10.6,Advanced,Basic,0,87,$$$,Specialty,Spicy,Soft,Afternoon,Fall,6.0,2.1,0,0,0,Low,Side Dish,15.03,Hot
838,Recipe_838_Mexican_breakfast,Instructions for recipe 838,36,89,Advanced,Mexican,breakfast,1310.0,54.1,125.7,71.9,0,0,0,0,1,1,0,1,1,74.4,4.2,7.4,0.2,9.4,Beginner,Basic,1,106,$,Common,Spicy,Creamy,Anytime,All Season,2.9,9.4,0,0,1,Medium,Side Dish,3.05,Cold
839,Recipe_839_Indian_dinner,Instructions for recipe 839,26,38,Intermediate,Indian,dinner,668.3,34.9,74.1,40.0,1,0,1,0,0,0,0,1,1,90.5,4.6,1.9,3.8,1.5,Intermediate,Specialized,1,36,$$,Specialty,Savory,Creamy,Morning,Spring,2.6,9.9,1,0,0,Medium,Complete Meal,16.45,Room Temp
840,Recipe_840_Indian_lunch,Instructions for recipe 840,20,22,Intermediate,Indian,lunch,698.6,20.3,59.7,51.2,0,0,0,0,0,1,1,1,1,80.2,9.5,9.1,4.8,9.3,Beginner,Professional,1,8,$$,Rare,Savory,Creamy,Anytime,Spring,4.9,6.4,0,0,1,Medium,Snack,13.33,Hot
841,Recipe_841_Indian_snack,Instructions for recipe 841,73,106,Advanced,Indian,snack,907.6,49.0,92.6,41.2,0,0,0,0,0,1,1,1,1,24.4,9.8,0.2,1.4,8.1,Advanced,Basic,0,82,$$,Specialty,Umami,Chewy,Anytime,Spring,3.7,7.9,0,0,1,High,Snack,16.35,Cold
842,Recipe_842_Indian_lunch,Instructions for recipe 842,19,60,Intermediate,Indian,lunch,694.9,44.8,103.7,24.2,0,0,0,0,1,1,0,1,1,32.6,3.2,6.9,3.0,4.6,Intermediate,Specialized,1,118,$,Common,Umami,Chewy,Afternoon,Summer,5.9,6.4,0,1,0,High,Side Dish,7.62,Room Temp
843,Recipe_843_Mexican_dinner,Instructions for recipe 843,34,57,Intermediate,Mexican,dinner,445.8,11.8,76.3,13.2,0,0,0,0,1,1,1,0,0,39.5,9.5,1.7,2.5,11.6,Beginner,Specialized,0,61,$,Rare,Sweet,Creamy,Morning,Fall,0.5,4.2,0,0,0,Medium,Complete Meal,6.49,Hot
844,Recipe_844_Mexican_lunch,Instructions for recipe 844,20,54,Intermediate,Mexican,lunch,309.8,14.9,74.5,6.4,0,0,0,0,0,1,1,1,1,19.9,9.1,7.7,3.4,10.4,Intermediate,Basic,0,63,$,Common,Sweet,Crunchy,Anytime,Fall,2.3,9.0,0,0,1,Low,Snack,4.65,Room Temp
845,Recipe_845_Mediterranean_dinner,Instructions for recipe 845,45,99,Advanced,Mediterranean,dinner,1063.4,41.4,184.7,37.6,1,0,0,0,0,1,0,0,0,50.2,9.5,1.7,4.3,9.2,Advanced,Basic,0,21,$$,Specialty,Sweet,Crunchy,Anytime,All Season,1.3,1.1,1,1,1,Medium,Complete Meal,13.85,Cold
846,Recipe_846_Western_snack,Instructions for recipe 846,27,57,Intermediate,Western,snack,1229.9,62.9,135.7,58.0,0,0,0,0,1,1,0,0,0,49.7,2.5,5.9,2.3,8.0,Intermediate,Basic,1,19,$,Rare,Bitter,Crispy,Morning,All Season,8.8,6.1,1,1,1,High,Complete Meal,7.13,Cold
847,Recipe_847_Indian_snack,Instructions for recipe 847,27,55,Intermediate,Indian,snack,282.0,10.4,40.4,8.2,0,0,0,0,0,1,0,0,0,81.6,3.7,2.0,1.8,12.1,Intermediate,Basic,0,32,$$$,Rare,Savory,Crunchy,Anytime,Summer,8.3,0.4,1,0,1,Medium,Side Dish,15.64,Hot
848,Recipe_848_Mediterranean_breakfast,Instructions for recipe 848,39,32,Intermediate,Mediterranean,breakfast,898.4,34.4,121.5,29.8,0,0,0,1,1,1,1,1,1,95.9,5.4,3.4,3.0,3.1,Beginner,Specialized,1,31,$,Rare,Spicy,Crispy,Anytime,Summer,9.6,7.5,1,1,1,High,Snack,14.94,Cold
849,Recipe_849_Western_dinner,Instructions for recipe 849,13,23,Basic,Western,dinner,310.6,21.5,17.3,14.2,0,0,0,0,1,0,1,1,1,77.8,4.6,8.7,0.4,7.6,Advanced,Basic,0,29,$$,Rare,Bitter,Chewy,Anytime,Fall,8.1,5.6,1,1,0,Medium,Snack,15.62,Cold
850,Recipe_850_Western_dinner,Instructions for recipe 850,15,14,Basic,Western,dinner,755.3,24.1,88.1,35.4,0,0,0,0,0,1,0,1,1,58.2,9.9,2.6,3.9,10.8,Advanced,Professional,1,105,$$$,Rare,Savory,Crispy,Afternoon,All Season,3.0,6.2,0,0,0,Low,Complete Meal,17.32,Room Temp
851,Recipe_851_Mexican_lunch,Instructions for recipe 851,35,82,Advanced,Mexican,lunch,1053.7,75.6,48.2,62.1,0,0,1,0,1,1,1,0,0,7.5,3.6,3.8,2.0,7.7,Beginner,Specialized,1,9,$,Common,Savory,Creamy,Afternoon,Spring,8.6,0.3,1,1,0,Low,Snack,16.76,Cold
852,Recipe_852_Mexican_breakfast,Instructions for recipe 852,5,14,Basic,Mexican,breakfast,448.0,32.1,68.7,13.1,1,0,0,0,1,0,1,0,0,74.1,8.7,7.4,2.1,13.1,Intermediate,Professional,1,22,$$,Common,Spicy,Crunchy,Afternoon,All Season,6.8,1.2,0,1,0,High,Complete Meal,18.51,Cold
853,Recipe_853_Western_snack,Instructions for recipe 853,56,66,Advanced,Western,snack,539.0,29.0,70.5,32.4,0,0,0,0,0,0,1,1,1,80.0,9.9,3.1,0.8,6.7,Advanced,Specialized,1,60,$,Specialty,Umami,Crispy,Anytime,Summer,1.4,5.6,0,1,0,High,Snack,13.39,Hot
